"","p_cncr5110","p_cncr9580","p_cncr4211","p_cntrl2241","p_cncr6852","p_cncr5544","p_cntrl9937","p_cntrl1122","p_cncr4638","p_cncr2102","p_cncr8112","p_cncr8965","p_cncr1395","p_cncr9847","p_cncr8363","p_cntrl8280","p_cntrl1827","p_cntrl1351","p_cncr6369","p_cncr5171","p_cncr1414","p_cncr2842","p_cncr5302","p_cncr6214","p_cncr4923","p_cntrl9973","p_cntrl4742","p_cntrl6491","p_cntrl7387","p_cncr7481"
"01000111010001110001",90876,56263,12719,169118,224069,93987,981,5161,51259,65558,3508,6563,5116990,2113170,2343236,31411,4976,122750,79225,4845,181403,11466,173112,57949,61343,90212,4978,704,1820180,13100
"00001001111101001000",1550,2627,506192,32172,11919,7708,256277,7859,713088,617969,5560,399274,2744,319368,121084,5628,48194,10234,4322,235790,11612,50092,56494,587527,1024811,492473,76981,4026693,1052602,34124
"11011000010110010101",147849,10430774,14088,1067,165089,95168,469099,4831155,245,2155,8747,236863,31274900,56631,41788,88932,15,57630,17786,342850,3456,996822,163802,24153,1173,158776,1317663,1656,52315,112901
"00010100111001101110",591916,194224,5848,86881,1460,3131,18077079,122973,385402,441,48,1151,41067,123429,20804,4666218,70415,14590,367564,95,353017,626,50,27117,13788,3851,6219,432780,11767,5680
"01011010110111011101",521435,574217,3742,37133,892,1456,48159,1638593,190345,811572,66,17511,504,146564,818384,12583,586291,266780,9879,776710,24061,4515,10,1201731,54537,13949,344192,16938,240,4307
"10111110111111000000",66262,2500741,870,136477,6104,90184,321563,363957,12085822,607,125,43843,1549,783638,103048,98613,3521004,111752,3705,32090,203658,41088,104,157081,71176,8668,257580,8625195,3352,16070
"01000011101110001100",2322,531,28908,4876806,255840,233920,1217781,16650,77717,395,9424,114448,32523,320681,284420,413206,12335534,3030,30800199,44892,53098,153,2039590,13896,1079100,18385,758,539996,41770,1541
"00111100001100100111",31475,5308,19593,11312,6538,41777,4232375,153769,517025,21444,3969,598729,70795,13358,10889,133541,439,295876,2811,22906869,19064,13961,424272,25933,354429,15643,53735,99318,52299,2182738
"00000100101000100010",170044,35123,47561,1237258,2321,83491,31429,1673,22791,229746,5565,139781,6849,6448,35760,286941,2424,788527,3177,726,85919,101434,1920,303,488119,52280,196121,28972,9751,428415
"10111010000001100101",335671,82357,10680,5198,24,168345,89892,185993,83380,9358,28,61785,43674,1684,10504,35212,12135,360,39,32637,16453,1088,352,816,20749,2198911,195007,879962,26122,816
"10010101111100010111",2576715,1907977,1660331,5936,1489,395,628,162421,10668,4428,338480,574823,746,4811403,19667976,129405,145620,1051676,578256,174,21562,154416,1402,2736889,587700,3161,349,518541,27047,329
"01110101001100000111",22438,17909,342,140661,176957,6271,625919,221525,2143,694988,603773,2112902,456737,36749175,95748,1536,76056,482214,8906792,70886,940,8424,188788,96958,173193,608631,57718,4019,88334,5059
"10010100101111010000",111689,13234,609,81107,276,755,14971,13961,4619640,150,28,103510,35458,222165,112,209220,15422,82307,357,11596,12422,1276,2186,3906,88,954417,4804001,30430124,61624,785
"10100110110111001000",954255,612630,912436,503767,34598,517937,585010,32261,3590857,45925,163229,287610,66051,1405482,4217555,2085,9460,160050,3252,46118,342030,15617,137263,252226,505,71,212500,116933,44,43763
"10000010101110100011",450,3614,10,97323,180812,112736,125,4919,165189,38279,25911,1997,35623,441731,46950,3421,1238,3201816,554434,191177,3099987,380183,479879,194434,242023,1624447,249239,3179,1750,209306
"00101000001000101000",2080362,100573,1034,175021,20506048,5944,38018,14908247,1010,37152,5304563,3,77489,26765,32213,16237,5296,41314,2353,11356,59223,26028,17190,1648,4332934,635680,223651,375183,364223,2087255
"01010011111110110110",27080,200757,789564,3260,5223,583113,60782,288040,2233672,322240,55180,64571,74000,19059,688159,259652,1854210,9924,3393128,546330,1841086,10876,716626,117583,3154253,32448,11432953,35601,591,154366
"10101101010000001100",76831,148079,16487,63058,2116,62792,68776,4857,25476,211075,1228754,235415,129953,114067,436457,9197,17,4051110,3736462,887930,689,72426,7002,3081854,110138,12227,228726,447345,111151,19095
"10010011101001001000",38359,65542,1269,9903684,84456,640,1785289,6464308,43616,15402,1418,99621,44041,244,1200,1726,25990,159628,1449,6345,12111,5243,1237,21600,7521,175540,61936,2933745,48505,2440
"00101001101101001000",73510,1282,548116,597414,28916,77226,3925,206429,178419,1427319,41098,2429,470,1632674,21847,6561,1635,12177,132722,118012,1203,170906,3059464,8288891,433004,5501,11576,212478,41173,3281215
"00001101101100100001",30569,237880,849521,8793971,18069,936,705,1121,35284,1449,690,591331,1379,5915,6033,269833,524,493874,17794,50532,10446,861665,3856,1752582,6712,119937,154104,1030826,583803,37815
"11100111011001001100",245313,460031,382002,84985,562495,28161,117092,10068,3438,22303,9067,5726,3120599,428944,176587,87272,303171,38696,53192,1563900,15317,2077,3432335,28588,547977,16923,64009,1148061,827290,11401
"11001010011101110011",5382,8448489,69987,3491,921,15768,4514,5739852,15699,35646,142224,7027,2853,48474,48296719,12051,13801,191763,8994,2589720,179332,506295,1253,301242,1191510,76151,620254,210360,68289,104279
"11101100100001110010",2561,32957,42343,3530,1633,1267,563737,178964,818630,21986,19598,3538,5881,227041,42604,1226165,550771,5743,20047,15714,338673,138995,483674,21557,105196,74268,2285,95837,100989,7136
"10001110011101000011",675992,638796,569685,2345273,171742,398812,184325,13893,2948,108647,302353,88139,5426627,8889,17167,28284,54686,10695,215623,920843,105873,26468,830430,180,8276193,991220,59,2644,13073,2642382
"11011011111011010011",19257,140483,22209,7562,28530,138940,5107,1230,249215,3397,442,42294,4299,10773494,427233,495900,60462,16512,30217,1101,115189,184,10,280697,224617,1669406,16953,869034,9727,25322
"00010010001010100101",7671,69380,1332813,34502,218,916692,28968,100200,864674,15917,12263,222,1173,9977,2913,17513,190231,48303,481746,933949,13032,454187,2619005,14487,173718,1114583,8393564,1487003,18513,1019
"10100111110010010111",129293,139905,26036,1210,76741,10654336,1997,4833,101820,128926,257780,4777818,845,3615747,4971,3116,158509,80945,364309,6822,4616963,108275,377615,23960,158222,361,422514,15868,3276,1402599
"10100000100000101100",13033,50007,80887,47315,37447,219105,2814058,4344,1023243,140271,1337863,193162,377428,90689,1692,3526527,31406,34511,135617,85183,11569,10005,6121319,11737,6096156,2893230,18805,514615,7692,55
"01000011111011100010",909330,14421,30852,201724,5718557,1585618,7860,107597,90519,10703,33149,628,422795,620103455,2655007,19080,16913,4372772,21891,2015,4282,286916,42530,1198210,150044,37153,67281,15618,4358,17348
"11110100001011010010",396484,4078785,39157,842,1075,1407,365441,50595,1176679,872758,16,6324,484357,498037,1706862,27992,2200850,710751,12745,32250,955,2312,14,5932,943,1859877,64154,283273,2479469,905
"11010100000110010110",8648,77200,19151,486612,638400,6464,784486,8816,354341,126546,17495,147396,16104225,4411991,354,62997,1074624,16722,190470,1329,9795,2786435,25424,49314,2802612,1660794,102144,14766,5848,29168
"00111111000100101110",568323,4553656,2339,37241,291,158833,40186,4267,72555,915454,1150728,750207,89280,1162056,2522349,173710,251650,521360,107168,5605007,11050,1507,12209,340027,300132,1094759,1225626,8393,100724,98291
"01000101001111111001",699916,362282,100573,40737,45080,1601634,67672,86701,367880,1879,161479,97292,17502,14742,55878,65591,1072897,486055,4346,21985,258,841592,20719,2208,406,44838,25736,3837,92642,93061
"00011011011010100100",3282,741038,15188,30875,260,2320323,2825616,388112,8256518,580,346608,103219,26712,43543,344610,3149,8582,42151,46814,1052,10550,5626,17721,20528,36796,32060,18308,6618,739554,34105
"00001001011010100101",9548,25363,1033,44006,151987,5069,567445,56126,34463,28154,164675,728,713336,1151197,2430871,8317,8141136,141425,352341,1544043,24011,5978,77374,16068,35342790,9741,4496,1762655,386761,10776
"01010011110011111111",826838,18022,76212,26064,3212,1128924,62997,44132,8812922,45079,43,6432,5612,129240,521507,40203,362875,11105,26611,73133,443605,174,10,66054,30841,1830690,344547,165233,7818,15424
"11010010100011100010",379,64875,3253,738957,49745,17298776,90087,5155,1687,123092,997,9362,11956,27790,18066,36373,2605633,11971,3519,15434,3008345,532,1,220,1139,67179,6181,42253,401856,62677
"10100010111111110011",28954,930459,726148,385660,875149,235558,55455,5198109,22361,335046,91650,3383,393729,119887,2351,45931,23516,15886,598245,182744,250889,22533,256382,10665,4116290,53949,18834,118632,12284,9226
"11001010001101011000",3580486,294,749102,187649,92663,161632,279067,6156,6026,46774,6453,43319,8523638,709,54050,1538,1209706,411516,1814,219675,1711,1007910,80478,315376,74337,12831,301581,6377,1433,229557
"01011111010111100010",8587160,645592,7401,128328,2325,46781,157642,231955,143958,204705,42,106522,25650,281001,415534,1195540,1610,341799,916,50176,20982,3600,368,3669,95584,991,29906,82683,2133,13540
"00001000011010011010",131430,6009943,2558,290660,11480,4257,2820572,1518,98339,261,5444,1531613,31335049,1958196,99530,10007,772763,9163,33760,2087,71,63246,7827,22657,540,39163,2272713,9324,183957,834229
"00000010100010011000",3936,6975,15597,2208,61875,9404,323471,20017,42296,91452,1856,430794,32633,174601,2040322,624076,135379,463161,1075952,10314,19929451,23299,585675,308996,21032,5012,129,112712,11792,85476
"01011110011000100010",2208,29722,256638,1642,31899,447102,1132,1246,9920083,590477,458273,177912,17622098,1051178,51730,2167,24409,3661,2965901,661058,34691,51968,28522,216671,393005,4721,12804,3681,1113274,10682
"10101100101010111011",194504,2083,50751,54047,152383,14624,92866,54238,6701903,11899,1017481,455231,29077,92047,637295,189427,63236,1601271,43507,6811806,471456,24745,1427661,20838,458526,375994,18616,5212780,245,301571
"00000111110100010010",19757,146861,4133,40396,114673,118113,118538,2293,197643,307931,883695,5093,16167,29575,159376,69170,5519,56156,58108,891,271239,11328575,576006,564,524294,14454,85178,3756,5427,52965
"00001011101001010010",20038,1660,118,3839,4270,807,1519,359110,211,5790989,43147,1960,176155,309338,1340,5575,94082,469732,2664,190080,2732115,1837,1198548,7693842,125989,462,3741,2325,74790,431912
"00111100010100101001",2627,19135622,134,54875,1796772,15757,112775,9042,631931,258509,62496,55550,14037,80770,559933,330849,100714,31812,21818,67019,221508,690,3276,404518,217062,395603,51693,111606,8742837,204321
"01111001000001110111",67617,748504,11706,36509,1166,38227,228453,180399,91561,884,2960,45436,165,90793,5148,212835,4242,76971,120,6094,2543309,75104,10,3328,127522,71015,2084,1088265,7443,8941
"00100111100000100011",651899,6164,191894,891776,2842682,3123,385991,3158006,1298350,879,36910,28560,1910598,480,45685,2521494,229244,91685,26532,445000,836297,22947,10116,9930,1674123,35050,3498368,42730,1168119,167232
"10001001110010100000",2886,335985,119975,68455,4806,346,2458575,20153,522447,210127,1580909,735,43580,124953,2816,795,803,8550,303845,3780376,518795,121144,164371,146795,111430,24720,1579808,6288501,8016,172618
"01011000111110001011",2005963,783,997758,26102,3572,37292,1765510,15507,12539,8085,13638,1409141,363,162263,79102,14007,7124893,782736,48812,23138,1784339,11916,9473,453,406965,240490,6763,64811,361361,1819188
"01111111110101011000",218548,153114,3654,1392077,9899,203009,612,34623,224716,452,32,21874,49,4768252,195247,260979,31977,7481886,13437,1655,4793,110,414,53443,1129296,3478,1559780,4950263,462,923
"10010010100001100101",57972,2025805,44458,21434,9654,995,843170,647258,204673,33297,14,43,4481,206076,3580,6137,950,3160403,230284,115256,1560,4554,5,3947,988,339627,514727,876288,16,4993
"11101100111111010011",357482,74690,2781768,9509,32432,679544,121855,2448473,252474,878255,18084936,134499,687,180754,22662,4132,723220,38390,1206456,7914,41303,186812,3476,97878,290069,596083,9788,401140,7321,46983
"01011100010111110011",10285,257768,126616,49704,1393,201389,17157,275865,38687,67004,629,6533,160684,21191,79989,150543,276946,117067,2816,1619,3815,20832,2,3144,25820,1752615,855621,92330,1041,709766
"10011010100001101000",1570,98425,1122,52934,641,496967,2141411,15945,3054,2233,113,8462,1876,341176,15750,20451,96943,20259,3270,1082,27025,17875,2,8860,2769,2125869,2325220,8500143,158833,9188
"01111111001100110011",400476,60400,79998,94871,239230,40960,1161614,315783,305764,67140,492736,337333,1841,2834,2144219,247295,457518,287,112506,359158,5820,28390,15673,789538,43163,465320,13616,5702730,44811,96170
"01111100000010101101",267380,15952,965280,4464,22337,10445589,34712176,31858,20390,19105,4118,318305,22763,8256,41569,461753,624736,5557,2328,159331,10532,4626549,286921,624,633830,13359,439189,7553,7110,5076
"10100111000110010100",4233888,15688,75747,71841,2890,29654,319656,132282,76531,423435,57145,9118,411461,3126003,618675,7711,1415,314884,50046,366,58044,206907,6491,70972,397505,65987,28942,516944,77851,9309
"01101000101111011110",4162952,70282,1352,83765,1137,20017,83354,3248972,6900,11738,2206044,725521,70050,1766628,895697,45595,25660,57581,162509,546833,14469,94817,49472,16251,23835,259071,250935,1090852,3222,1494
"00111010100011001010",733724,454175,8667,26300,104119,89501,147035,37505298,13403,50292,277,201655,122243,127328,37728,93168,4658380,150399,42923,4987,317,17,1,4,7902,17081059,182280,77423,1309,13955
"11000101001101011011",279193,12907,1910,25990,64319,1597,61743,16367162,24464,5138,271496,98148,118586,4306,117,196317,446214,81373,29894,40863,38047,322907,2894,110,109276,251029,108504,5607,3343360,6821
"01100011111101110001",2131865,919541,177690,352519,647292,302611,377,113725,289194,2924,112230,2951,56989,55961,1186419,660936,6318,1088351,1721556,56049,74136,858815,51946,222362,3232303,251483,21775,592,542,323642
"10001101010001011011",28268,4675,335494,59448,21396,75,208384,757088,876534,616952,93900,6696,14510,11190,361543,481261,10197,39363,32208,1061,88394,28150,1169362,343957,10665508,1182,93977,13923,447615,26208056
"00100001010011110000",860810,244853,3029058,51401,28465,12769,290329,15694,625784,169343,892961,67018,1626,16370709,7485,375766,513585,1469872,20001,39376,529231,15487,8446,48439,58950,21147,592250,474622,10640,34787
"01100101001001011111",55813,9102,78576,11665,23975,379101,409,36669,275448,297485,121443,5383,64563,270,91482,43235,629496,1802465,2592,153232,93342,7282,122651,40620,6437405,28210,504384,139189,476633,1574999
"10100010011101100110",554664,51580,20222,10221,228927,10116894,16551,66013,85455,22642,83784,59729,34243659,473800,4577409,30070,14022,1871502,511697,6065,513,3117,21316,3916,179044,24105,1241,17383,21881,1520343
"00010100010010100010",264962,2143,2677,1842,404,1838299,4134,2644,35771,1277787,4922163,1655,458734,3195029,3296766,223683,6839,123860,739,1222573,254928,3909,89846,1366,402575,1278,23256,11404,5478356,97060
"11100101011011101011",1439484,308960,13036,79961,559113,6927,5819,108443,110989,67740,216403,276846,2020836,5196738,12520,2366363,905865,176467,1504,318577,226140,7413,897408,10757629,12289,2494,21633,22852,573018,210989
"00101011010100100110",592355,944289,20883,1784,258679,66296,32690,1251872,174687,640257,151870,25959,46488,144777,2371404,19509,126639,165882,2160105,195189,137463,6818,1251,13777,113921,24524,163218,75243,84794,156395
"01111011011101001011",93039,1829474,195174,1060598,5630,19098,664050,406060,1158045,16512,62,2417383,122636,11518,19881,47501,160,64460,1790,145938,83233,97868,134,8994,2795,365754,1333425,603249,179,479271
"11010000010001001000",48466,11737,27,231509,1082,111452,140173,229645,181831,15919,68,15518,988,30452,35750,81156,107557,4199565,11149,155,8297,8633,7,2335,5741,3680,1595274,14895,20683,663207
"01010101110110011111",13673,654814,13709,413164,109530,15212,28135,11425,20846,23979,1867,1061,5390,215950,32,40599,2353,280094,4230,40980,42,33959,134745,117,92633,189814,111561,17748,2693,9359
"10101101000001101111",11532,1140062,24677,40122,1662650,6179,752861,36659,1115057,8710,1044481,906850,31772,387434,505,240305,100,9374,45708,60826,3179,16579,638,8067,1220766,23220,12486,56996,241,10426527
"10000000111101000000",10020,994174,21151,1069585,210848,2701,323002,16390,15367,134390,3841,663,2390217,148385,210164,263046,80708,35249,254757,80177,907062,35340,35538,371881,205372,37718,7197,217551,5194,39040
"10001010010100000101",5807984,2712863,32485494,4052755,87262,1762745,5272,146230,266,92187,1230777,21079,745,171153,3210,179,3145,49924,200696,2565,24793,10851,88365,208008,13057556,4145,18735,9328,49,403292
"00110011111101111101",627782,156618,46854,7828,8679,647425,2217,185593,59266,107,14,2621,122039,3324923,18045,12253,179255,4383364,3320,270380,3682881,2513,110,454,4272,16059,106357,644530,28725,2850
"00011001000001110010",174554,21620,9290,33222,2418797,939193,7426760,50434,89040,523,0,3255,62,94088,95538,279276,969091,2392,131057,1065,5134,167,147,1571,292726,31442,36110,59369576,13130,7859
"10110001100111011001",38930,31457,462,512596,423058,731994,494920,2640,384899,33600,352,132887,142,126417,1359,1103549,16482,178662,3021,332760,1551,3085,8,2089,24211,13711,49071,3214086,1925,7849
